,0
316,5.935059950872688
317,5.593546133859842
318,6.7461352505127055
319,6.246025815660292
320,5.165691348201522
321,4.302233330947557
322,3.4956671397124928
323,4.869278944322923
324,3.138756349292565
325,0.7881726315978231
326,-0.8413302844763596
327,-1.5929171526999661
328,0.9650981062341194
329,2.7103423259366433
330,0.8866510180277041
331,-2.2705619052565535
332,-2.38883220814259
333,-0.15932759930596987
334,0.3754987542435644
335,-1.2298175125027608
336,-2.085122094041197
337,-0.15649004868800542
338,3.669800285642955
339,7.816685323547929
340,6.455478653106539
341,3.764121966448754
342,4.011731135343379
343,5.261164188719564
344,5.399022477041996
345,3.775795975652554
346,4.519918887973544
347,5.983605949017499
348,6.449097642437678
349,4.602316343865733
350,4.814811374700755
351,7.124448273533952
352,7.000595598553055
353,5.9305738906264045
354,4.273691157010343
355,4.833965222884715
356,5.798245993988032
357,6.625923511800731
358,5.8405002816384854
359,3.8599259837533513
360,0.9228289791330879
361,-0.14956349591678486
362,0.2155713042501266
363,1.481859349784565
364,0.36493819793294735
365,-0.9063092291621474
366,-0.6679920328811035
367,-0.7968922440130333
368,0.9776604629916412
369,1.7173840912962226
370,-1.6686075958396072
371,-2.9539426161770326
372,-2.2558337027358455
373,-0.8755422682617422
374,0.7310012592026782
375,-0.5841803395825971
376,-2.8313769298514444
377,-0.5347716631485395
378,3.9942649026810138
379,5.364385241075713
380,2.9239163602070106
381,0.10019802503622799
382,-0.8038428774049478
383,0.6040305715217349
384,1.547314889439033
385,0.6816446766885139
386,-0.5471029376159611
387,-0.403762977171173
388,0.2940093855664845
389,0.14932307454299454
390,-2.787465463504418
391,-5.486306900580972
392,-5.606887422334146
393,-2.0634976094066
394,-0.636989974065933
395,-3.191940330482132
396,-6.329252423392562
397,-5.616603570668109
398,-1.1928329890489155
399,0.4203502230329063
400,-1.3818493338838946
401,-4.802657924406797
402,-2.8497800967928426
403,0.6055435270354563
404,0.06882864873727057
405,-3.227484881910083
406,-5.332268251924918
407,-6.504019566064774
408,-4.844853544338706
409,-3.9655271653850956
410,-4.2733796066504635
411,-4.991605310259378
412,-4.645987713143429
413,-5.423426287410228
414,-4.36310660830812
415,-3.715392699442291
416,-4.834858337137504
417,-6.62227389363014
418,-6.732315308700395
419,-5.6311575246226395
420,-5.268540396006574
421,-5.029316481122959
422,-3.4236900729446114
423,-2.564939437101745
424,-5.602672397002221
425,-7.870091583605991
426,-8.552226323502493
427,-5.564401002457153
428,-5.560757069037555
429,-6.312482902933138
430,-6.880997266245998
431,-4.590271209556908
432,-3.1065714149179886
433,-3.1546499927678924
434,-5.11448262378578
435,-6.251912712495638
436,-4.484557896083303
437,-3.974194584950702
438,-3.668814397812247
439,-3.3746348663407044
440,-1.106158297429016
441,0.43625750377876404
442,1.1453511847409379
443,-1.1133088897525518
444,-2.039698133278345
445,-0.578038150606656
446,3.451690881683354
447,4.457194549377479
448,1.644910779849101
449,-0.43473618885541876
450,-0.7807023447745963
451,1.2361861298242565
452,2.7863767195103595
453,0.27507891423742925
454,-0.8683592971127574
455,0.04474393401452237
456,3.285913409122286
457,4.292793934005672
458,0.38716253809012846
459,-3.7867748753977546
460,-3.225521738881444
461,0.9549558235325625
462,0.1853045539834013
463,-4.584464846401876
464,-6.610959237605684
465,-3.8772551214837976
466,0.9069193576463739
467,-0.7134198730285954
468,-6.228743257977436
469,-9.645600593584135
470,-8.785475621278358
471,-5.168539879947463
472,-6.423791451031448
473,-9.808453265252922
474,-10.37064235326822
475,-7.445578596962558
476,-5.5040102605970755
477,-6.783372613788892
478,-10.219724159425326
479,-9.869554305545844
480,-6.827988566971433
481,-3.629362835635102
482,-6.009164313767773
483,-10.894980091796182
484,-11.49927986845817
485,-6.89585419486294
486,-2.5920852135428913
487,-3.456027454421245
488,-8.884742969490178
489,-13.319677985117488
490,-11.017717167749025
491,-7.71336159227695
492,-9.152707658581518
493,-13.828808691207596
494,-15.269775922255725
495,-13.297045693575933
496,-10.853930280103622
497,-11.698475769169164
498,-15.885676002548243
499,-16.062590660375626
500,-13.523158790129846
501,-11.098294759790216
502,-11.478567985375102
503,-13.04608856388346
504,-12.269366976187099
505,-10.52453150707658
506,-8.434690684679056
507,-8.667306107481505
508,-9.275660340961672
509,-7.7734279929544705
510,-6.0443902804059135
511,-5.462295448944331
512,-6.29722426074808
513,-6.9533164114809445
514,-6.565578921175206
515,-5.309184596846993
516,-5.881017820758658
517,-7.687595831787399
518,-7.46659240402038
519,-5.504500317236064
520,-5.458718058261338
521,-8.561181852915858
522,-8.762225729857636
523,-6.087702735389699
524,-4.176078007367242
525,-5.086443265069811
526,-7.425658008374049
527,-9.820725370058891
528,-9.05846608477132
529,-7.464056734413064
530,-9.455707363742107
531,-11.82262433975516
532,-12.21996862215662
533,-9.852468219855789
534,-7.588286448420534
535,-7.545895920892066
536,-10.576814503358634
537,-12.459211395288426
538,-12.774482492445271
539,-10.19360041282525
540,-9.472774232728314
541,-8.89181366066757
542,-9.208846122488193
543,-7.9643761313886205
544,-5.592385425701984
545,-4.5865721415705965
546,-5.767372234082269
547,-7.2764016654235775
548,-5.799020236494713
549,-5.187994424894405
550,-5.330440909274187
551,-6.332096646730967
552,-6.023773070804184
553,-3.5292873563621674
554,-2.4539566400176076
555,-2.3535449485372166
556,-2.8951598449005185
557,-2.1126786332537844
558,-0.04689564781627242
559,-0.8133220630856384
560,-1.278122009517969
561,-0.9607504242531503
562,0.7771805726571154
563,3.822416260724043
564,1.985073695729319
565,-0.06522769446725141
566,-1.0886934951963565
567,0.1454037790851973
568,1.8336824166197205
569,3.4734948176432905
570,1.0702451041056587
571,-0.1841903971962463
572,0.7351432019950981
573,3.761223441712208
574,4.497481403361665
575,3.64357060067479
576,2.586589360363187
577,1.623254567547139
578,0.9301379881153464
579,-0.14292754185469114
580,-0.40325330873909315
581,-0.4245508682440499
582,-0.22242089249510305
583,0.8778292657445077
584,0.31735915076500554
585,-0.6234495187715271
586,0.5179670747568336
587,3.501034497570493
588,3.6882004224200644
589,1.309325082086735
590,0.33428617028544444
591,2.7379112544087505
592,5.541406891572219
593,4.252596665467416
594,1.7627483887061572
595,4.0436045050903555
596,7.378174261759943
597,8.072111726839992
598,3.9194741042930223
599,1.3664644123682317
600,3.360854190903928
601,5.63455428608615
602,6.316081485174832
603,4.05773951707397
604,2.5710701569551975
605,5.800986631055514
606,8.526336671869903
607,8.344831612841821
608,6.767383033214367
609,6.624500235393641
610,9.845374343124831
611,14.014113598238682
612,16.07424396826442
613,14.680240170017576
614,13.663395158779018
615,15.214509243008575
616,18.78816469950703
617,18.806970640160067
618,16.153972029525015
619,16.852013502637202
620,19.44170905698922
621,21.224712661411747
622,21.1337436174843
623,19.64947556633194
624,17.94186253153324
625,20.815337309510973
626,23.67224915885259
627,22.993599359721852
628,19.13232054195295
629,18.807258464287038
630,20.6662834827844
631,22.396617582694113
632,20.462438149580507
633,17.520107084076884
634,17.841093072929628
635,22.187670668833466
636,24.702266413131575
637,23.05626944708021
638,19.99790604604472
639,19.424709592021514
640,22.58721232970929
641,25.213150889707617
642,21.985576836000895
643,18.9987923778015
644,19.739152651478715
645,25.172150017986905
646,26.94814579004814
647,22.805905433573635
648,19.455363287963593
649,21.60979507856031
650,24.717839467615228
651,24.78794293449914
652,20.387279977312026
653,17.735659421058823
654,19.966164865042384
655,21.655742153465116
656,20.174520963509075
657,17.856272856408566
658,17.115535135971626
659,20.41128465237841
660,21.94134253782786
661,20.628160347487334
662,18.73152574195455
663,19.775458861733693
664,24.107795983559434
665,26.047494605938073
666,21.803129265061532
667,18.90368738795396
668,21.435234743685182
669,24.770053378790653
670,25.47125945682854
671,23.322089600588004
672,20.041722714347255
673,19.420523831363788
674,20.53544872376828
675,20.529834120282885
676,20.68653928410769
677,19.567098047220288
678,19.63281791512821
679,20.00968176667065
680,20.8688847776464
681,21.99401102275828
682,21.858170702291247
683,22.56385467831721
684,21.622330052917455
685,20.54215820060686
686,20.47755790295067
687,21.61584946614285
688,22.97744080626224
689,23.40714389932743
690,22.735833111456262
691,22.919021448840194
692,22.43413960294389
693,22.25864028126982
694,22.437439255614148
695,22.33931864745514
696,22.987575472437815
697,22.548259816638815
698,24.773003810560105
699,26.294767625639963
700,27.234945333305404
701,26.78342218688156
702,25.86866192560457
703,28.019150079580264
704,27.939975180157546
705,25.882849675989274
706,24.112644525958054
707,24.086944094133507
708,24.686893325785782
709,23.6409238124781
710,24.88379264716233
711,26.89670080390251
712,28.033149403980275
713,27.58818101287122
714,27.549269940103777
715,27.9828052933353
716,27.988507850702483
717,29.359573299243696
718,28.153022022388374
719,24.861418917508676
720,22.71187177361685
721,23.31118892176725
722,25.400681609091283
723,25.19006633631008
724,23.344903377807217
725,20.22137876960719
726,21.962762416467445
727,23.13192717238116
728,22.254982987276705
729,19.34532172730684
730,19.913179635793046
731,21.88377236366904
732,25.70499196424224
733,24.377043565279262
734,21.547185143429186
735,20.86191743123394
736,25.532920015065976
737,29.961293301037156
738,29.7648545278729
739,24.887999228300718
740,22.513257572219068
741,25.987876264539217
742,28.463351250184836
743,26.518597923513173
744,21.705978991963974
745,21.376384267809332
746,24.2129582124552
747,25.89710728460101
748,24.17478772824296
749,20.75103949547404
750,21.611200211368406
751,24.983880482322945
752,25.76393690147927
753,24.491784993221515
754,24.434847651905375
755,26.01563188253451
756,28.542036633348072
757,29.905482300815017
758,28.748004234256985
759,25.708007934772663
760,26.211643826349075
761,27.560601767535573
762,28.630220989902725
763,27.061731945996122
764,26.808229879267305
765,27.67415736736458
766,29.140124212461238
767,29.54436703309019
768,26.510084006358927
769,25.03176580187261
770,24.645014151291466
771,28.49699486286935
772,30.29311265538048
773,30.539025889708746
774,27.971025543878334
775,27.6208473134576
776,28.509339065926024
777,28.864512460049262
778,28.156020137434187
779,27.75988909523933
780,28.69864138537597
781,27.947915249058074
782,27.98793244385524
783,25.63663353558413
784,23.405010297077816
785,24.924830013252713
786,26.214621950780227
787,25.39086015858552
788,21.65763396180963
789,21.706364781954765
790,25.923742695605036
791,28.716064287849886
792,24.511253071267053
793,21.711727302144062
794,24.919339166173998
795,30.067501894585874
796,28.309373938586592
797,22.386374622512417
798,18.981633034075095
799,21.63792241265544
800,26.63985455587979
801,27.07863429058137
802,24.43775436951035
803,21.518221472710188
804,23.520052909004207
805,26.380545448208373
806,27.925498762405706
807,28.370214077523737
808,26.592698156828096
809,27.255981106076014
810,30.152915800276023
811,31.591604288032233
812,30.257834937710218
813,28.431838179406363
814,27.714291687979497
815,28.930109139961488
816,29.646640377582976
817,29.70552271058527
818,27.198374537756216
819,27.132202577195443
820,25.92152022756811
821,25.72183299622551
822,26.055171830006273
823,26.873069778621232
824,27.684307229905077
825,27.380555988361966
826,27.061573707093395
827,26.492949980898203
828,25.938165359186062
829,27.301726827337497
830,27.77214096186953
831,27.591825789566197
832,27.94961396518539
833,26.013050510710638
834,24.238013749360146
835,24.691024341909785
836,25.42907920255133
837,26.552731175082382
838,25.144881421866227
839,23.740354940482693
840,23.492985301654407
841,24.996260057075446
842,25.502701782299965
843,24.501606829523332
844,22.524064503704963
845,23.25265195381691
846,24.816179902806542
847,26.17955672578755
848,25.777580957908523
849,25.985412488960648
850,27.49558018251902
851,28.335077790050953
852,28.29522847288528
853,27.457296433933035
854,28.54985436276743
855,30.96955087001897
856,31.195240012992247
857,29.76447971603623
858,28.25220952457841
859,28.497678640278277
860,30.529936989958134
861,30.763095626975534
862,29.460285764381492
863,27.30134655475301
864,27.303890043412537
865,29.161983378088244
866,31.42156049212508
867,30.283704543503255
868,27.27790961823343
869,26.78011835423012
870,30.624907017540295
871,32.49028824832618
872,31.3007854453011
873,28.2675622655064
874,28.286218946810347
875,33.44667801783492
876,35.76565613086083
877,32.64010972505252
878,28.871883144878765
879,31.14408724933879
880,36.39001274180499
881,34.63350222035936
882,30.255401300202138
883,27.0256961369751
884,27.97511809356333
885,29.850997704221793
886,30.175356513106923
887,26.593586584106554
888,25.50650523930562
889,29.836950410775792
890,32.527309091343646
891,30.212955395883192
892,28.173364884992544
893,29.078958382524092
894,33.782273107647896
895,34.73983785288637
896,32.22925283432326
897,30.43421257982363
898,30.138647993546215
899,33.230003081915285
900,32.95362594251353
901,30.97710849652101
902,30.301178257919663
903,31.015894150434363
904,33.12058938008865
905,33.74961682658901
906,32.179839133768674
907,30.745273509832806
908,32.49184301575528
909,34.02433316035796
910,33.53852943029006
911,31.672372137726683
912,31.086760086706786
913,34.211561551649005
914,36.2389093463427
915,36.17372448474005
916,33.336979478390504
917,30.921312421207094
918,31.908379862959155
919,33.28116337840264
920,32.85774137309491
921,31.08005012364101
922,30.386234821685015
923,30.37361915029904
924,31.454831262937827
925,30.711793258799375
926,30.75772632255929
927,29.130294052901338
928,30.49362099717647
929,31.043297417072345
930,30.97965673499229
931,30.40595741340749
932,31.852601955641298
933,33.32133792952175
934,33.22060773862261
935,31.962811340212454
936,32.577589825783676
937,34.21135091411733
938,35.42031037363742
939,34.953291607039596
940,33.28890016867842
941,33.4780355007868
942,34.51440092448571
943,36.64998506832905
944,34.91512992822019
945,32.80097341665575
946,33.758862531664874
947,37.429740140420165
948,36.26167386042607
949,34.65648155868026
950,34.83914519449201
951,37.573562075008304
952,39.92126479265487
953,39.11919944059363
954,35.91830096333669
955,35.14808326885785
956,37.04061301481955
957,40.86797985033087
958,41.88144139549916
959,38.2392909472395
960,37.12698523910537
961,41.162459534555545
962,46.07669146458422
963,46.53854569520764
964,43.51696892236604
965,41.71501938068378
966,43.15242750883865
967,45.11466872395611
968,45.038767768403524
969,41.44709329218677
970,41.063262889650204
971,42.762675745274144
972,45.70068113382916
973,44.48010987280093
974,41.208943770871976
975,41.333501746642405
976,44.013116561860926
977,46.06833408784949
978,44.883145083456455
979,41.00758996743907
980,40.27926738377685
981,43.14930135530691
982,44.808034148144316
983,43.6454294886287
984,40.84913949388814
985,40.78508393372376
986,44.02057343663336
987,45.80364177609564
988,43.115884141837064
989,40.16250357027888
990,41.03570955821862
991,42.519260642903994
992,43.73571209793055
993,41.920088476466134
994,41.800320423486376
995,43.11231835247953
996,45.01650723889771
997,45.210512298600555
998,43.88308847578922
999,41.54704951713035
